id,seniority,domain,years_experience,strong_skills,medium_skills,weak_skills,education,projects_count
res_950,Mid,Data,3,"['Kafka', 'Spark', 'NumPy', 'Scikit-learn']","['PyTorch', 'TensorFlow', 'Pandas']","['Leadership', 'Project Management']",Master,6
res_951,Mid,Data,3,"['NumPy', 'PyTorch', 'Scikit-learn', 'Pandas']","['TensorFlow', 'Spark', 'Kafka']","['Leadership', 'Communication']",Bootcamp,7
res_952,Principal,DevOps,12,"['Azure', 'GCP', 'GitHub Actions', 'Terraform']","['Docker', 'Jenkins', 'Kubernetes']","['Problem Solving', 'Mentoring']",Master,2
res_953,Entry,Backend,1,"['Rails', 'Django', 'Express', 'Python']","['Node.js', 'Spring Boot', 'Flask']","['Project Management', 'Communication']",Master,5
res_954,Mid,Data,6,"['TensorFlow', 'PyTorch', 'Scikit-learn', 'Spark']","['Pandas', 'NumPy', 'Kafka']","['Problem Solving', 'Communication']",Bachelor,8
res_955,Senior,Full-Stack,8,"['Angular', 'Node.js', 'Express', 'React']",[],"['Mentoring', 'Leadership']",Master,5
res_956,Entry,Full-Stack,3,"['Node.js', 'Angular', 'Express', 'React']",[],"['Project Management', 'Problem Solving']",Master,5
res_957,Mid,Full-Stack,6,"['Express', 'Node.js', 'Angular', 'React']",[],"['Leadership', 'Mentoring']",Bachelor,7
res_958,Senior,Backend,9,"['Python', 'Express', 'Spring Boot', 'TypeScript']","['Node.js', 'JavaScript', 'Flask']","['Communication', 'Project Management']",Bachelor,8
res_959,Mid,Frontend,5,"['Angular', 'Vue.js', 'Python', 'Tailwind CSS']","['Svelte', 'JavaScript', 'Next.js']","['Problem Solving', 'Project Management']",Bachelor,2
res_960,Senior,DevOps,7,"['Azure', 'GCP', 'AWS', 'Jenkins']","['Docker', 'GitHub Actions', 'Kubernetes']","['Leadership', 'Project Management']",Bachelor,2
res_961,Entry,Backend,1,"['FastAPI', 'ASP.NET', 'TypeScript', 'JavaScript']","['Python', 'Express', 'Flask']","['Project Management', 'Leadership']",Master,5
res_962,Senior,Full-Stack,10,"['Angular', 'Express', 'React', 'Node.js']",[],"['Leadership', 'Communication']",Bootcamp,7
res_963,Senior,Full-Stack,9,"['Angular', 'React', 'Node.js', 'Express']",[],"['Leadership', 'Project Management']",Bootcamp,7
res_964,Principal,Frontend,11,"['Angular', 'React', 'Python', 'Vue.js']","['JavaScript', 'Next.js', 'Svelte']","['Mentoring', 'Leadership']",Bachelor,5
res_965,Entry,DevOps,3,"['AWS', 'Terraform', 'GCP', 'Kubernetes']","['Azure', 'GitHub Actions', 'Docker']","['Mentoring', 'Project Management']",Bachelor,2
res_966,Senior,Full-Stack,7,"['React', 'Express', 'Node.js', 'Angular']",[],"['Communication', 'Problem Solving']",Master,4
res_967,Senior,Full-Stack,8,"['React', 'Express', 'Node.js', 'Angular']",[],"['Communication', 'Mentoring']",Bootcamp,4
res_968,Senior,Full-Stack,7,"['Angular', 'Node.js', 'React', 'Express']",[],"['Leadership', 'Communication']",Bachelor,4
res_969,Entry,DevOps,0,"['GitHub Actions', 'AWS', 'Docker', 'Jenkins']","['Terraform', 'Kubernetes', 'Azure']","['Communication', 'Project Management']",Master,7
res_970,Entry,Full-Stack,3,"['Express', 'React', 'Angular', 'Node.js']",[],"['Leadership', 'Problem Solving']",Bachelor,3
res_971,Senior,DevOps,7,"['Docker', 'GitHub Actions', 'GCP', 'Azure']","['Terraform', 'Kubernetes', 'Jenkins']","['Project Management', 'Mentoring']",Master,8
res_972,Entry,Frontend,0,"['Python', 'Next.js', 'CSS3', 'Vue.js']","['JavaScript', 'React', 'Angular']","['Problem Solving', 'Leadership']",Bootcamp,6
res_973,Mid,Full-Stack,3,"['Node.js', 'Express', 'Angular', 'React']",[],"['Mentoring', 'Problem Solving']",Master,2
res_974,Principal,Data,11,"['Kafka', 'Pandas', 'NumPy', 'Scikit-learn']","['Spark', 'TensorFlow', 'PyTorch']","['Project Management', 'Communication']",Bachelor,7
res_975,Principal,DevOps,11,"['Kubernetes', 'GCP', 'GitHub Actions', 'Terraform']","['Jenkins', 'Docker', 'AWS']","['Project Management', 'Problem Solving']",Master,4
res_976,Senior,Data,7,"['Kafka', 'Spark', 'Pandas', 'NumPy']","['TensorFlow', 'PyTorch', 'Scikit-learn']","['Problem Solving', 'Leadership']",Bachelor,8
res_977,Senior,Data,10,"['PyTorch', 'Pandas', 'Scikit-learn', 'TensorFlow']","['Kafka', 'Spark', 'NumPy']","['Communication', 'Problem Solving']",Bootcamp,4
res_978,Principal,Backend,12,"['Node.js', 'Flask', 'Spring Boot', 'Django']","['ASP.NET', 'Python', 'JavaScript']","['Project Management', 'Problem Solving']",Bootcamp,7
res_979,Principal,DevOps,13,"['Docker', 'Kubernetes', 'Azure', 'Terraform']","['Jenkins', 'AWS', 'GCP']","['Problem Solving', 'Project Management']",Bachelor,6
res_980,Principal,DevOps,12,"['Azure', 'GCP', 'Kubernetes', 'AWS']","['Jenkins', 'Docker', 'Terraform']","['Communication', 'Problem Solving']",Master,3
res_981,Senior,Data,10,"['Spark', 'NumPy', 'Kafka', 'Scikit-learn']","['TensorFlow', 'Pandas', 'PyTorch']","['Leadership', 'Mentoring']",Master,2
res_982,Entry,Frontend,2,"['JavaScript', 'Angular', 'React', 'Vue.js']","['Python', 'Tailwind CSS', 'Svelte']","['Mentoring', 'Leadership']",Bootcamp,2
res_983,Mid,Full-Stack,4,"['Angular', 'React', 'Node.js', 'Express']",[],"['Leadership', 'Mentoring']",Bootcamp,4
res_984,Principal,Backend,12,"['Django', 'ASP.NET', 'FastAPI', 'Flask']","['Rails', 'Python', 'Express']","['Leadership', 'Mentoring']",Bootcamp,8
res_985,Entry,Data,0,"['Pandas', 'TensorFlow', 'Spark', 'NumPy']","['PyTorch', 'Kafka', 'Scikit-learn']","['Communication', 'Project Management']",Master,8
res_986,Principal,Data,14,"['Scikit-learn', 'Pandas', 'TensorFlow', 'Spark']","['PyTorch', 'NumPy', 'Kafka']","['Mentoring', 'Problem Solving']",Bachelor,8
res_987,Mid,Backend,6,"['Rails', 'Spring Boot', 'TypeScript', 'JavaScript']","['FastAPI', 'ASP.NET', 'Python']","['Communication', 'Leadership']",Master,8
res_988,Mid,Frontend,3,"['Python', 'Angular', 'Next.js', 'Vue.js']","['Svelte', 'React', 'Tailwind CSS']","['Leadership', 'Mentoring']",Bootcamp,7
res_989,Principal,Full-Stack,14,"['React', 'Node.js', 'Express', 'Angular']",[],"['Mentoring', 'Communication']",Master,6
res_990,Principal,Frontend,14,"['JavaScript', 'Tailwind CSS', 'HTML5', 'React']","['Next.js', 'Python', 'Angular']","['Problem Solving', 'Communication']",Master,4
res_991,Mid,DevOps,4,"['Terraform', 'Azure', 'Jenkins', 'AWS']","['Kubernetes', 'GitHub Actions', 'Docker']","['Project Management', 'Problem Solving']",Bootcamp,6
res_992,Principal,DevOps,13,"['Jenkins', 'GCP', 'Kubernetes', 'GitHub Actions']","['Docker', 'Terraform', 'Azure']","['Problem Solving', 'Communication']",Bootcamp,6
res_993,Principal,DevOps,11,"['Terraform', 'Jenkins', 'GitHub Actions', 'Kubernetes']","['Docker', 'Azure', 'GCP']","['Project Management', 'Mentoring']",Bootcamp,3
res_994,Mid,Backend,4,"['FastAPI', 'TypeScript', 'Node.js', 'Rails']","['Spring Boot', 'Python', 'JavaScript']","['Mentoring', 'Project Management']",Bootcamp,3
res_995,Principal,Data,12,"['NumPy', 'Pandas', 'Spark', 'TensorFlow']","['Scikit-learn', 'PyTorch', 'Kafka']","['Leadership', 'Communication']",Master,6
res_996,Mid,Data,4,"['TensorFlow', 'Kafka', 'NumPy', 'PyTorch']","['Spark', 'Pandas', 'Scikit-learn']","['Project Management', 'Problem Solving']",Bootcamp,7
res_997,Entry,Full-Stack,2,"['Angular', 'Node.js', 'Express', 'React']",[],"['Problem Solving', 'Project Management']",Bootcamp,5
res_998,Entry,Full-Stack,1,"['Node.js', 'React', 'Angular', 'Express']",[],"['Mentoring', 'Problem Solving']",Bootcamp,7
res_999,Senior,Full-Stack,10,"['React', 'Node.js', 'Angular', 'Express']",[],"['Project Management', 'Mentoring']",Bootcamp,7
res_1000,Entry,Data,3,"['Spark', 'Pandas', 'Scikit-learn', 'NumPy']","['PyTorch', 'TensorFlow', 'Kafka']","['Project Management', 'Mentoring']",Bootcamp,8
res_1001,Principal,Frontend,13,"['Vue.js', 'JavaScript', 'CSS3', 'Angular']","['Svelte', 'Next.js', 'React']","['Problem Solving', 'Project Management']",Bootcamp,2
res_1002,Entry,Full-Stack,0,"['Express', 'React', 'Node.js', 'Angular']",[],"['Project Management', 'Leadership']",Bootcamp,8
res_1003,Principal,Data,11,"['Scikit-learn', 'Spark', 'Kafka', 'PyTorch']","['TensorFlow', 'Pandas', 'NumPy']","['Project Management', 'Communication']",Bachelor,3
res_1004,Mid,Backend,3,"['ASP.NET', 'TypeScript', 'JavaScript', 'FastAPI']","['Express', 'Flask', 'Django']","['Problem Solving', 'Mentoring']",Master,2
res_1005,Entry,Data,1,"['Scikit-learn', 'Spark', 'PyTorch', 'NumPy']","['TensorFlow', 'Pandas', 'Kafka']","['Mentoring', 'Problem Solving']",Master,4
res_1006,Entry,Frontend,2,"['React', 'CSS3', 'Angular', 'Svelte']","['JavaScript', 'Python', 'Vue.js']","['Leadership', 'Project Management']",Bachelor,2
res_1007,Senior,Frontend,10,"['Python', 'Svelte', 'CSS3', 'Angular']","['Tailwind CSS', 'Next.js', 'JavaScript']","['Project Management', 'Mentoring']",Bachelor,2
res_1008,Mid,Full-Stack,3,"['Node.js', 'React', 'Angular', 'Express']",[],"['Communication', 'Project Management']",Master,4
res_1009,Entry,Backend,0,"['TypeScript', 'Flask', 'JavaScript', 'ASP.NET']","['Express', 'FastAPI', 'Python']","['Mentoring', 'Problem Solving']",Master,4
res_1010,Principal,Full-Stack,14,"['Angular', 'Express', 'React', 'Node.js']",[],"['Project Management', 'Leadership']",Master,4
res_1011,Mid,Frontend,3,"['JavaScript', 'React', 'Vue.js', 'CSS3']","['HTML5', 'Tailwind CSS', 'Next.js']","['Problem Solving', 'Project Management']",Bachelor,8
res_1012,Senior,Frontend,10,"['React', 'Vue.js', 'Tailwind CSS', 'JavaScript']","['Svelte', 'Angular', 'Next.js']","['Communication', 'Mentoring']",Master,3
res_1013,Senior,Data,8,"['NumPy', 'Scikit-learn', 'Spark', 'TensorFlow']","['Pandas', 'PyTorch', 'Kafka']","['Problem Solving', 'Communication']",Bachelor,5
res_1014,Principal,Full-Stack,14,"['React', 'Angular', 'Express', 'Node.js']",[],"['Project Management', 'Leadership']",Bachelor,5
res_1015,Entry,Full-Stack,3,"['Express', 'Node.js', 'Angular', 'React']",[],"['Mentoring', 'Leadership']",Bootcamp,4
res_1016,Mid,Data,3,"['NumPy', 'Spark', 'PyTorch', 'TensorFlow']","['Pandas', 'Scikit-learn', 'Kafka']","['Leadership', 'Mentoring']",Master,4
res_1017,Entry,Full-Stack,1,"['Express', 'Node.js', 'React', 'Angular']",[],"['Project Management', 'Leadership']",Bootcamp,6
res_1018,Senior,Data,9,"['Spark', 'Kafka', 'Scikit-learn', 'NumPy']","['TensorFlow', 'PyTorch', 'Pandas']","['Communication', 'Project Management']",Bachelor,4
res_1019,Mid,Full-Stack,3,"['Express', 'React', 'Node.js', 'Angular']",[],"['Communication', 'Mentoring']",Bootcamp,4
res_1020,Entry,Full-Stack,3,"['Node.js', 'Angular', 'Express', 'React']",[],"['Mentoring', 'Leadership']",Bachelor,6
res_1021,Senior,Frontend,7,"['JavaScript', 'Vue.js', 'CSS3', 'Tailwind CSS']","['Svelte', 'Python', 'HTML5']","['Project Management', 'Mentoring']",Master,2
res_1022,Senior,Full-Stack,9,"['Express', 'Node.js', 'Angular', 'React']",[],"['Mentoring', 'Communication']",Bootcamp,7
res_1023,Entry,Frontend,0,"['Svelte', 'JavaScript', 'Python', 'HTML5']","['Vue.js', 'React', 'Tailwind CSS']","['Leadership', 'Mentoring']",Master,8
res_1024,Principal,DevOps,14,"['GitHub Actions', 'Jenkins', 'Kubernetes', 'Azure']","['AWS', 'Docker', 'Terraform']","['Communication', 'Project Management']",Bootcamp,5
res_1025,Principal,Data,14,"['NumPy', 'Kafka', 'Pandas', 'PyTorch']","['TensorFlow', 'Spark', 'Scikit-learn']","['Communication', 'Leadership']",Master,3
res_1026,Senior,Frontend,9,"['Vue.js', 'HTML5', 'Angular', 'JavaScript']","['CSS3', 'Next.js', 'Python']","['Leadership', 'Project Management']",Bachelor,3
res_1027,Senior,Backend,10,"['Flask', 'JavaScript', 'FastAPI', 'Rails']","['Django', 'Spring Boot', 'Python']","['Mentoring', 'Communication']",Bootcamp,7
res_1028,Principal,Data,13,"['PyTorch', 'Spark', 'Scikit-learn', 'Pandas']","['TensorFlow', 'Kafka', 'NumPy']","['Project Management', 'Mentoring']",Bachelor,4
res_1029,Principal,Full-Stack,13,"['Angular', 'Node.js', 'React', 'Express']",[],"['Leadership', 'Mentoring']",Bootcamp,7
res_1030,Mid,DevOps,5,"['Jenkins', 'Kubernetes', 'GCP', 'GitHub Actions']","['Terraform', 'AWS', 'Docker']","['Project Management', 'Mentoring']",Bootcamp,7
res_1031,Entry,Data,3,"['Scikit-learn', 'Kafka', 'Spark', 'Pandas']","['TensorFlow', 'PyTorch', 'NumPy']","['Communication', 'Mentoring']",Master,3
res_1032,Senior,Data,9,"['PyTorch', 'NumPy', 'Kafka', 'TensorFlow']","['Pandas', 'Spark', 'Scikit-learn']","['Project Management', 'Communication']",Bootcamp,4
res_1033,Entry,Data,0,"['Scikit-learn', 'Pandas', 'PyTorch', 'Kafka']","['TensorFlow', 'Spark', 'NumPy']","['Communication', 'Leadership']",Master,2
res_1034,Entry,Full-Stack,0,"['Node.js', 'Angular', 'React', 'Express']",[],"['Project Management', 'Communication']",Bootcamp,5
res_1035,Mid,Backend,5,"['Rails', 'Python', 'Node.js', 'FastAPI']","['Express', 'JavaScript', 'Django']","['Problem Solving', 'Leadership']",Bootcamp,4
res_1036,Entry,Backend,3,"['Django', 'ASP.NET', 'Python', 'Express']","['Flask', 'Node.js', 'Rails']","['Mentoring', 'Project Management']",Bootcamp,2
res_1037,Principal,Data,11,"['Kafka', 'Scikit-learn', 'NumPy', 'Spark']","['TensorFlow', 'PyTorch', 'Pandas']","['Leadership', 'Project Management']",Bachelor,5
res_1038,Senior,Data,8,"['Kafka', 'Spark', 'Pandas', 'PyTorch']","['Scikit-learn', 'TensorFlow', 'NumPy']","['Project Management', 'Communication']",Master,7
res_1039,Senior,Backend,9,"['JavaScript', 'FastAPI', 'Flask', 'Rails']","['Spring Boot', 'Django', 'Express']","['Communication', 'Problem Solving']",Bachelor,6
res_1040,Entry,Full-Stack,1,"['Node.js', 'React', 'Express', 'Angular']",[],"['Mentoring', 'Problem Solving']",Master,6
res_1041,Senior,Full-Stack,9,"['Express', 'Node.js', 'Angular', 'React']",[],"['Communication', 'Mentoring']",Bootcamp,3
res_1042,Principal,Full-Stack,12,"['Express', 'Angular', 'React', 'Node.js']",[],"['Mentoring', 'Communication']",Bootcamp,4
res_1043,Mid,Backend,4,"['ASP.NET', 'TypeScript', 'Express', 'Django']","['FastAPI', 'JavaScript', 'Spring Boot']","['Mentoring', 'Problem Solving']",Master,6
res_1044,Entry,Backend,0,"['TypeScript', 'Django', 'Express', 'Python']","['Flask', 'ASP.NET', 'JavaScript']","['Leadership', 'Mentoring']",Master,8
res_1045,Mid,Frontend,4,"['Svelte', 'CSS3', 'Next.js', 'JavaScript']","['Python', 'Tailwind CSS', 'HTML5']","['Communication', 'Project Management']",Bachelor,6
res_1046,Principal,Backend,14,"['ASP.NET', 'Spring Boot', 'JavaScript', 'Node.js']","['Rails', 'TypeScript', 'FastAPI']","['Problem Solving', 'Project Management']",Bachelor,3
res_1047,Principal,DevOps,13,"['GitHub Actions', 'Jenkins', 'Kubernetes', 'Azure']","['AWS', 'Docker', 'GCP']","['Leadership', 'Mentoring']",Bootcamp,5
res_1048,Principal,Backend,13,"['Python', 'Spring Boot', 'Express', 'Node.js']","['FastAPI', 'ASP.NET', 'Flask']","['Problem Solving', 'Project Management']",Bachelor,2
res_1049,Principal,Full-Stack,14,"['React', 'Express', 'Angular', 'Node.js']",[],"['Communication', 'Leadership']",Bootcamp,6
res_1050,Principal,Data,11,"['TensorFlow', 'PyTorch', 'Scikit-learn', 'Kafka']","['Pandas', 'Spark', 'NumPy']","['Problem Solving', 'Project Management']",Bootcamp,8
res_1051,Senior,Full-Stack,10,"['React', 'Express', 'Node.js', 'Angular']",[],"['Leadership', 'Project Management']",Master,8
res_1052,Mid,Backend,6,"['Express', 'Python', 'Flask', 'JavaScript']","['ASP.NET', 'Django', 'TypeScript']","['Communication', 'Leadership']",Bachelor,8
res_1053,Mid,Frontend,5,"['React', 'Next.js', 'Python', 'Vue.js']","['Svelte', 'HTML5', 'Tailwind CSS']","['Project Management', 'Problem Solving']",Bachelor,2
res_1054,Principal,Frontend,12,"['Angular', 'Python', 'Svelte', 'JavaScript']","['Vue.js', 'HTML5', 'CSS3']","['Leadership', 'Project Management']",Bachelor,8
res_1055,Senior,Full-Stack,10,"['React', 'Angular', 'Node.js', 'Express']",[],"['Communication', 'Leadership']",Bachelor,8
res_1056,Entry,Backend,1,"['JavaScript', 'Rails', 'Flask', 'Python']","['TypeScript', 'Django', 'Express']","['Communication', 'Mentoring']",Bootcamp,4
res_1057,Principal,Data,12,"['TensorFlow', 'NumPy', 'Scikit-learn', 'Spark']","['Kafka', 'PyTorch', 'Pandas']","['Project Management', 'Problem Solving']",Bachelor,7
res_1058,Mid,DevOps,6,"['Docker', 'Terraform', 'GitHub Actions', 'GCP']","['Azure', 'AWS', 'Kubernetes']","['Mentoring', 'Communication']",Bootcamp,6
res_1059,Entry,Backend,1,"['JavaScript', 'TypeScript', 'Express', 'Spring Boot']","['Django', 'FastAPI', 'Rails']","['Mentoring', 'Project Management']",Master,4
res_1060,Entry,Full-Stack,0,"['Node.js', 'Express', 'React', 'Angular']",[],"['Leadership', 'Problem Solving']",Bootcamp,2
res_1061,Entry,Frontend,2,"['Python', 'HTML5', 'Tailwind CSS', 'Svelte']","['CSS3', 'JavaScript', 'Vue.js']","['Mentoring', 'Leadership']",Master,2
res_1062,Senior,Backend,9,"['Python', 'Flask', 'JavaScript', 'Rails']","['Spring Boot', 'FastAPI', 'TypeScript']","['Mentoring', 'Problem Solving']",Bootcamp,8
res_1063,Senior,Full-Stack,7,"['Node.js', 'Express', 'Angular', 'React']",[],"['Communication', 'Mentoring']",Master,4
res_1064,Mid,DevOps,5,"['GCP', 'Azure', 'AWS', 'GitHub Actions']","['Kubernetes', 'Jenkins', 'Terraform']","['Communication', 'Leadership']",Master,3
res_1065,Principal,DevOps,11,"['GCP', 'GitHub Actions', 'Docker', 'Jenkins']","['AWS', 'Terraform', 'Kubernetes']","['Communication', 'Project Management']",Bootcamp,6
res_1066,Entry,Backend,2,"['Rails', 'JavaScript', 'Spring Boot', 'FastAPI']","['TypeScript', 'Express', 'ASP.NET']","['Mentoring', 'Communication']",Bachelor,7
res_1067,Principal,Full-Stack,13,"['React', 'Angular', 'Node.js', 'Express']",[],"['Communication', 'Problem Solving']",Bachelor,2
res_1068,Mid,Full-Stack,6,"['Node.js', 'Express', 'Angular', 'React']",[],"['Problem Solving', 'Communication']",Bootcamp,2
res_1069,Senior,Backend,9,"['ASP.NET', 'Spring Boot', 'Node.js', 'Flask']","['JavaScript', 'Django', 'FastAPI']","['Mentoring', 'Problem Solving']",Bachelor,6
res_1070,Principal,Data,13,"['NumPy', 'Kafka', 'Spark', 'PyTorch']","['Pandas', 'TensorFlow', 'Scikit-learn']","['Mentoring', 'Problem Solving']",Bootcamp,8
res_1071,Mid,Full-Stack,5,"['Angular', 'Node.js', 'Express', 'React']",[],"['Project Management', 'Mentoring']",Bootcamp,5
res_1072,Mid,Data,4,"['Pandas', 'NumPy', 'Scikit-learn', 'PyTorch']","['Kafka', 'Spark', 'TensorFlow']","['Mentoring', 'Project Management']",Bootcamp,2
res_1073,Entry,Full-Stack,0,"['React', 'Angular', 'Express', 'Node.js']",[],"['Mentoring', 'Communication']",Bootcamp,4
res_1074,Mid,Frontend,6,"['Next.js', 'Vue.js', 'CSS3', 'Angular']","['Svelte', 'React', 'Python']","['Problem Solving', 'Mentoring']",Master,6
res_1075,Senior,Data,10,"['TensorFlow', 'NumPy', 'Spark', 'PyTorch']","['Scikit-learn', 'Pandas', 'Kafka']","['Leadership', 'Problem Solving']",Master,7
res_1076,Senior,Frontend,9,"['Angular', 'Svelte', 'HTML5', 'Tailwind CSS']","['JavaScript', 'CSS3', 'Python']","['Leadership', 'Project Management']",Master,6
res_1077,Mid,DevOps,6,"['Kubernetes', 'Docker', 'GitHub Actions', 'Jenkins']","['GCP', 'AWS', 'Terraform']","['Leadership', 'Problem Solving']",Bachelor,4
res_1078,Entry,Full-Stack,0,"['Node.js', 'Express', 'React', 'Angular']",[],"['Project Management', 'Problem Solving']",Bachelor,8
res_1079,Entry,DevOps,0,"['Jenkins', 'GCP', 'Docker', 'AWS']","['Azure', 'Terraform', 'GitHub Actions']","['Project Management', 'Problem Solving']",Master,8
res_1080,Senior,Backend,7,"['Rails', 'Express', 'Spring Boot', 'Node.js']","['Python', 'ASP.NET', 'Django']","['Leadership', 'Problem Solving']",Bachelor,8
res_1081,Senior,Full-Stack,7,"['Express', 'React', 'Node.js', 'Angular']",[],"['Leadership', 'Communication']",Bachelor,4
res_1082,Principal,DevOps,12,"['Azure', 'Jenkins', 'GitHub Actions', 'GCP']","['AWS', 'Docker', 'Kubernetes']","['Communication', 'Project Management']",Bootcamp,3
res_1083,Principal,Frontend,12,"['CSS3', 'Python', 'Tailwind CSS', 'Next.js']","['Svelte', 'JavaScript', 'React']","['Communication', 'Problem Solving']",Master,8
res_1084,Principal,Frontend,13,"['Next.js', 'React', 'Python', 'Svelte']","['HTML5', 'CSS3', 'JavaScript']","['Leadership', 'Communication']",Bootcamp,8
res_1085,Principal,Backend,11,"['Spring Boot', 'Flask', 'FastAPI', 'Express']","['TypeScript', 'ASP.NET', 'Node.js']","['Project Management', 'Mentoring']",Master,6
