resume_id,role,seniority,strong_skills,medium_skills,weak_skills,missing_skills,years_experience,projects_count,resume_quality,ats_score
R00612,Full-Stack Engineer,Intern,Python;AWS;Docker,JavaScript;TypeScript,Node.js,React;SQL,0.1,3,medium,0.58
R00613,Full-Stack Engineer,New Grad,Python;AWS;React;TypeScript,SQL;Docker,JavaScript,Node.js,1.7,2,medium,0.64
R00614,Frontend Engineer,Junior,TypeScript;Accessibility;HTML;CSS;JavaScript,Testing;Next.js,React,,3.2,2,medium,0.67
R00615,Embedded Software Engineer,New Grad,C++;C;Debugging;Microcontrollers,I2C;SPI,RTOS,UART,1.6,4,medium,0.67
R00616,Data Engineer,Mid,Spark;AWS;Airflow;ETL;Python;SQL,GCP;Kafka,,,5.1,2,high,0.77
R00617,Frontend Engineer,Mid,Accessibility;CSS;React;HTML;Testing;TypeScript,Next.js;JavaScript,,,6.6,2,high,0.79
R00618,Data Engineer,Junior,AWS;Python;GCP;Kafka;Spark,ETL;SQL,Airflow,,3.4,3,medium,0.74
R00619,Site Reliability Engineer,Intern,Incident Response;Python;Kubernetes,Linux;SLIs/SLOs,Go,Observability,1.4,2,medium,0.55
R00620,Machine Learning Engineer,Mid,MLflow;PyTorch;Docker;scikit-learn;AWS;TensorFlow,Python,,,6.8,2,high,0.8
R00621,Machine Learning Engineer,Mid,AWS;Python;TensorFlow;scikit-learn;Docker;PyTorch,MLflow,,,4.9,2,high,0.76
R00622,Site Reliability Engineer,New Grad,Incident Response;SLIs/SLOs;Kubernetes;Python,Linux;Go,Observability,,2.0,4,medium,0.67
R00623,Systems Software Engineer,New Grad,Linux;C;Memory Management;Profiling,C++;Concurrency,Rust,,2.5,4,medium,0.63
R00624,Data Engineer,Mid,GCP;Kafka;Spark;AWS;ETL;SQL,Python;Airflow,,,5.9,2,high,0.71
R00625,Frontend Engineer,Junior,Accessibility;CSS;TypeScript;Testing;HTML,JavaScript;Next.js,React,,3.4,3,medium,0.65
R00626,Data Engineer,New Grad,Kafka;ETL;GCP;Airflow,Spark;AWS,Python,SQL,1.0,3,medium,0.65
R00627,Data Engineer,New Grad,ETL;SQL;GCP;Kafka,Python;Airflow,AWS,Spark,1.1,4,medium,0.62
R00628,Embedded Software Engineer,Mid,I2C;C;SPI;RTOS;Debugging;C++,Microcontrollers;UART,,,7.0,1,high,0.73
R00629,Embedded Software Engineer,Mid,C++;Microcontrollers;SPI;RTOS;Debugging;I2C,C;UART,,,4.4,1,high,0.74
R00630,Systems Software Engineer,Junior,Concurrency;C;Memory Management;Rust;Linux,Profiling;C++,,,3.9,2,medium,0.71
R00631,Systems Software Engineer,Senior,Rust;Linux;C;Profiling;C++;Concurrency;Memory Management,,,,8.3,0,high,0.75
R00632,Backend Software Engineer,Intern,Java;Kubernetes;PostgreSQL,Go;REST APIs,CI/CD,SQL;AWS;Python,1.1,5,medium,0.56
R00633,Frontend Engineer,Mid,Testing;Accessibility;TypeScript;CSS;React;Next.js,HTML;JavaScript,,,6.4,2,high,0.77
R00634,Data Engineer,New Grad,SQL;AWS;Python;Kafka,Spark;GCP,ETL,Airflow,1.8,2,medium,0.62
R00635,Systems Software Engineer,Mid,C;Memory Management;Profiling;C++;Concurrency;Linux,Rust,,,4.9,1,high,0.78
R00636,Full-Stack Engineer,Mid,SQL;Python;JavaScript;AWS;React;TypeScript,Node.js;Docker,,,7.0,1,high,0.76
R00637,DevOps Engineer,Intern,Linux;Python;Terraform,Docker;Kubernetes,CI/CD,AWS,0.1,3,medium,0.59
R00638,DevOps Engineer,Senior,Terraform;Python;Docker;Kubernetes;AWS;Linux;CI/CD,,,,11.0,1,high,0.82
R00639,Frontend Engineer,Junior,TypeScript;CSS;Testing;React;Accessibility,JavaScript;Next.js,HTML,,3.8,1,medium,0.75
R00640,Systems Software Engineer,Mid,Linux;C++;Profiling;Rust;Concurrency;C,Memory Management,,,5.8,2,high,0.73
R00641,Machine Learning Engineer,Junior,PyTorch;scikit-learn;Docker;MLflow;AWS,Python;TensorFlow,,,3.6,1,medium,0.67
R00642,Embedded Software Engineer,Intern,RTOS;I2C;Microcontrollers,UART;C,SPI,C++;Debugging,0.5,5,medium,0.6
R00643,Machine Learning Engineer,Intern,PyTorch;TensorFlow;scikit-learn,Docker;Python,AWS,MLflow,0.8,3,medium,0.6
R00644,Data Engineer,Intern,ETL;GCP;Kafka,Python;AWS,Airflow,Spark;SQL,1.4,3,medium,0.61
R00645,Frontend Engineer,Intern,Testing;React;JavaScript,Accessibility;CSS,TypeScript,Next.js;HTML,1.4,5,medium,0.63
R00646,DevOps Engineer,New Grad,Kubernetes;Linux;Docker;CI/CD,Terraform;Python,AWS,,1.4,4,medium,0.68
R00647,Frontend Engineer,Senior,Accessibility;Testing;JavaScript;Next.js;CSS;HTML;TypeScript,React,,,11.1,0,high,0.79
R00648,Site Reliability Engineer,Mid,Kubernetes;Python;Linux;Go;SLIs/SLOs;Observability,Incident Response,,,5.5,1,high,0.77
R00649,Full-Stack Engineer,Senior,JavaScript;AWS;TypeScript;SQL;Node.js;Docker;React,Python,,,10.9,2,high,0.79
R00650,Backend Software Engineer,New Grad,Docker;C++;SQL;Python,CI/CD;Go,REST APIs,Kubernetes;Java,2.0,4,medium,0.67
R00651,Machine Learning Engineer,New Grad,scikit-learn;MLflow;PyTorch;AWS,Docker;TensorFlow,Python,,2.3,4,medium,0.61
R00652,Frontend Engineer,New Grad,TypeScript;CSS;Accessibility;HTML,JavaScript;Testing,React,Next.js,1.2,2,medium,0.68
R00653,Site Reliability Engineer,Intern,Python;Go;Incident Response,Kubernetes;Observability,SLIs/SLOs,Linux,0.8,5,medium,0.64
R00654,Full-Stack Engineer,New Grad,JavaScript;Docker;Python;TypeScript,Node.js;AWS,SQL,React,2.4,3,medium,0.66
R00655,Site Reliability Engineer,Mid,Python;Incident Response;SLIs/SLOs;Linux;Kubernetes;Observability,Go,,,4.4,1,high,0.7
R00656,Data Engineer,New Grad,Python;AWS;Spark;SQL,ETL;Airflow,GCP,Kafka,2.2,3,medium,0.64
R00657,Embedded Software Engineer,Intern,Debugging;I2C;C,RTOS;C++,SPI,UART;Microcontrollers,0.8,4,medium,0.63
R00658,DevOps Engineer,Senior,Kubernetes;CI/CD;Linux;Terraform;Python;AWS;Docker,,,,7.6,2,high,0.81
R00659,Systems Software Engineer,Junior,Profiling;Concurrency;Rust;C;Linux,C++;Memory Management,,,3.3,1,medium,0.68
R00660,Machine Learning Engineer,Junior,TensorFlow;PyTorch;AWS;scikit-learn;MLflow,Python;Docker,,,3.9,2,medium,0.67
R00661,Systems Software Engineer,New Grad,C++;Profiling;Memory Management;Rust,C;Concurrency,Linux,,1.6,4,medium,0.65
R00662,Full-Stack Engineer,Intern,TypeScript;React;Python,SQL;JavaScript,Node.js,Docker;AWS,0.3,5,medium,0.55
R00663,Frontend Engineer,Junior,TypeScript;Accessibility;React;Testing;Next.js,CSS;HTML,JavaScript,,3.9,1,medium,0.74
R00664,Systems Software Engineer,Junior,C++;Memory Management;Concurrency;C;Profiling,Rust;Linux,,,3.1,3,medium,0.67
R00665,Systems Software Engineer,New Grad,C++;Memory Management;C;Linux,Concurrency;Profiling,Rust,,1.3,3,medium,0.67
R00666,Systems Software Engineer,Mid,Memory Management;C;Linux;Concurrency;C++;Profiling,Rust,,,4.8,2,high,0.72
R00667,Data Engineer,New Grad,SQL;GCP;Airflow;ETL,Kafka;Spark,AWS,Python,1.7,2,medium,0.64
R00668,Full-Stack Engineer,Junior,SQL;Python;TypeScript;Docker;Node.js,React;AWS,JavaScript,,3.3,1,medium,0.71
R00669,Backend Software Engineer,Intern,C++;REST APIs;PostgreSQL,Kubernetes;Java,AWS,Docker;Python;SQL,1.4,4,medium,0.61
R00670,Machine Learning Engineer,New Grad,MLflow;AWS;Docker;Python,scikit-learn;TensorFlow,PyTorch,,1.1,2,medium,0.64
R00671,DevOps Engineer,New Grad,Python;Docker;CI/CD;AWS,Linux;Kubernetes,Terraform,,2.4,3,medium,0.62
R00672,Site Reliability Engineer,Intern,Kubernetes;Observability;Go,Linux;SLIs/SLOs,Python,Incident Response,0.3,2,medium,0.6
R00673,Machine Learning Engineer,Junior,TensorFlow;AWS;PyTorch;scikit-learn;Python,MLflow;Docker,,,3.8,2,medium,0.72
R00674,Machine Learning Engineer,Junior,PyTorch;scikit-learn;TensorFlow;Docker;Python,MLflow;AWS,,,3.7,1,medium,0.68
R00675,Machine Learning Engineer,Junior,TensorFlow;MLflow;Python;AWS;scikit-learn,PyTorch;Docker,,,3.2,1,medium,0.71
R00676,Site Reliability Engineer,Senior,Kubernetes;Linux;Python;Observability;Go;SLIs/SLOs;Incident Response,,,,11.8,0,high,0.78
R00677,Backend Software Engineer,Senior,C++;REST APIs;SQL;Docker;Java;Go;Python,AWS;PostgreSQL,Kubernetes,,11.9,0,high,0.84
R00678,DevOps Engineer,Intern,CI/CD;Kubernetes;Python,Docker;Linux,AWS,Terraform,0.5,4,medium,0.55
R00679,DevOps Engineer,Intern,Python;AWS;Linux,Kubernetes;Docker,CI/CD,Terraform,1.1,5,medium,0.56
R00680,Frontend Engineer,Mid,TypeScript;CSS;Accessibility;JavaScript;Testing;React,Next.js;HTML,,,6.9,2,high,0.76
R00681,DevOps Engineer,Mid,Terraform;Linux;AWS;Kubernetes;CI/CD;Python,Docker,,,4.3,2,high,0.72
R00682,Site Reliability Engineer,Senior,Linux;Incident Response;Kubernetes;Python;Go;Observability;SLIs/SLOs,,,,11.8,1,high,0.77
R00683,Full-Stack Engineer,Intern,JavaScript;AWS;TypeScript,Node.js;Docker,Python,React;SQL,0.2,2,medium,0.63
R00684,Machine Learning Engineer,Junior,PyTorch;MLflow;AWS;scikit-learn;TensorFlow,Python;Docker,,,3.2,1,medium,0.66
R00685,Full-Stack Engineer,Mid,Node.js;Python;SQL;React;AWS;TypeScript,Docker;JavaScript,,,4.2,1,high,0.76
R00686,Machine Learning Engineer,Intern,TensorFlow;Docker;scikit-learn,AWS;MLflow,PyTorch,Python,0.7,2,medium,0.57
R00687,Embedded Software Engineer,Junior,C;UART;SPI;RTOS;I2C,Debugging;Microcontrollers,C++,,2.0,1,medium,0.74
R00688,Frontend Engineer,New Grad,JavaScript;HTML;TypeScript;Next.js,Testing;React,Accessibility,CSS,1.4,4,medium,0.63
R00689,Data Engineer,Senior,Kafka;Python;GCP;ETL;AWS;Airflow;SQL,Spark,,,11.7,0,high,0.81
R00690,Data Engineer,Mid,Airflow;AWS;Python;GCP;ETL;Kafka,SQL;Spark,,,4.5,2,high,0.79
R00691,Data Engineer,Junior,AWS;Airflow;Python;Kafka;Spark,ETL;SQL,GCP,,3.1,2,medium,0.66
R00692,DevOps Engineer,New Grad,Linux;CI/CD;AWS;Kubernetes,Docker;Python,Terraform,,1.5,2,medium,0.61
R00693,Backend Software Engineer,New Grad,CI/CD;Kubernetes;AWS;Python,Java;SQL,REST APIs,Go;PostgreSQL,1.6,2,medium,0.61
R00694,Embedded Software Engineer,Intern,Microcontrollers;I2C;UART,C;RTOS,SPI,Debugging;C++,1.4,3,medium,0.62
R00695,Full-Stack Engineer,Senior,TypeScript;JavaScript;Node.js;SQL;React;Docker;AWS,Python,,,10.5,0,high,0.83
R00696,Full-Stack Engineer,Senior,React;TypeScript;JavaScript;SQL;AWS;Docker;Python,Node.js,,,10.6,2,high,0.78
R00697,Full-Stack Engineer,Mid,AWS;Node.js;Python;SQL;Docker;React,JavaScript;TypeScript,,,6.5,1,high,0.76
R00698,Systems Software Engineer,New Grad,C++;Rust;Linux;Memory Management,Profiling;Concurrency,C,,1.8,2,medium,0.68
R00699,DevOps Engineer,Senior,Docker;Linux;Terraform;CI/CD;Python;Kubernetes;AWS,,,,8.3,2,high,0.75
R00700,Systems Software Engineer,Junior,Concurrency;C++;C;Linux;Profiling,Memory Management;Rust,,,3.3,3,medium,0.74
R00701,Site Reliability Engineer,Mid,Kubernetes;Observability;Linux;Go;Python;Incident Response,SLIs/SLOs,,,5.4,1,high,0.8
R00702,Frontend Engineer,Mid,HTML;Next.js;JavaScript;TypeScript;React;Testing,CSS;Accessibility,,,4.5,1,high,0.7
R00703,Embedded Software Engineer,New Grad,SPI;Microcontrollers;UART;Debugging,I2C;C,C++,RTOS,1.1,4,medium,0.61
R00704,Full-Stack Engineer,Junior,React;Docker;SQL;JavaScript;Python,TypeScript;Node.js,AWS,,3.0,2,medium,0.71
R00705,Machine Learning Engineer,Intern,MLflow;AWS;Python,Docker;PyTorch,scikit-learn,TensorFlow,0.5,2,medium,0.64
R00706,Backend Software Engineer,Mid,Java;C++;REST APIs;AWS;Go;SQL,Docker;CI/CD,Kubernetes,PostgreSQL,5.8,1,high,0.72
R00707,Site Reliability Engineer,Junior,Kubernetes;Linux;Python;Go;SLIs/SLOs,Incident Response;Observability,,,3.3,1,medium,0.67
R00708,Machine Learning Engineer,Intern,PyTorch;TensorFlow;AWS,MLflow;Docker,Python,scikit-learn,0.8,3,medium,0.63
R00709,Site Reliability Engineer,Intern,Kubernetes;Incident Response;Python,Observability;Go,Linux,SLIs/SLOs,0.5,4,medium,0.56
R00710,Embedded Software Engineer,Mid,I2C;Microcontrollers;RTOS;C;C++;Debugging,UART;SPI,,,5.7,1,high,0.78
R00711,Site Reliability Engineer,New Grad,Python;SLIs/SLOs;Incident Response;Linux,Kubernetes;Observability,Go,,1.8,3,medium,0.61
R00712,Full-Stack Engineer,Senior,Python;Docker;AWS;Node.js;React;JavaScript;TypeScript,SQL,,,10.5,2,high,0.82
R00713,Embedded Software Engineer,New Grad,C;SPI;C++;I2C,UART;RTOS,Debugging,Microcontrollers,1.8,3,medium,0.63
R00714,Embedded Software Engineer,Intern,Microcontrollers;RTOS;SPI,Debugging;C,I2C,UART;C++,1.4,5,medium,0.61
R00715,Embedded Software Engineer,New Grad,I2C;Debugging;SPI;Microcontrollers,UART;C,RTOS,C++,1.7,4,medium,0.65
R00716,Embedded Software Engineer,Intern,Microcontrollers;UART;C++,RTOS;Debugging,SPI,C;I2C,0.3,4,medium,0.56
R00717,Frontend Engineer,Mid,TypeScript;Accessibility;React;Next.js;CSS;JavaScript,HTML;Testing,,,5.3,2,high,0.74
R00718,Frontend Engineer,Senior,HTML;JavaScript;TypeScript;CSS;Accessibility;React;Next.js,Testing,,,8.9,1,high,0.85
R00719,DevOps Engineer,Senior,AWS;Python;Terraform;Docker;CI/CD;Kubernetes;Linux,,,,11.2,0,high,0.79
R00720,Systems Software Engineer,Junior,Rust;C++;C;Profiling;Memory Management,Concurrency;Linux,,,3.3,2,medium,0.65
R00721,Frontend Engineer,Intern,JavaScript;Testing;TypeScript,CSS;Next.js,HTML,React;Accessibility,1.0,4,medium,0.57
R00722,Backend Software Engineer,Intern,AWS;Java;CI/CD,Kubernetes;C++,Python,Docker;REST APIs;SQL,1.0,2,medium,0.64
R00723,Systems Software Engineer,Mid,Linux;Memory Management;Concurrency;Rust;C;C++,Profiling,,,4.1,1,high,0.78
R00724,Systems Software Engineer,Senior,C++;Concurrency;C;Profiling;Rust;Memory Management;Linux,,,,7.3,2,high,0.79
R00725,Full-Stack Engineer,Intern,Docker;Node.js;TypeScript,JavaScript;SQL,React,Python;AWS,1.4,2,medium,0.63
R00726,DevOps Engineer,Intern,CI/CD;AWS;Kubernetes,Python;Linux,Terraform,Docker,0.2,2,medium,0.59
R00727,DevOps Engineer,Junior,Docker;Kubernetes;Linux;Terraform;Python,CI/CD;AWS,,,3.4,3,medium,0.7
R00728,Backend Software Engineer,Senior,AWS;Python;Docker;CI/CD;C++;Go;REST APIs,SQL;Java,PostgreSQL,,11.7,1,high,0.77
R00729,Frontend Engineer,Junior,Next.js;JavaScript;TypeScript;React;Testing,Accessibility;HTML,CSS,,2.3,1,medium,0.74
R00730,Site Reliability Engineer,Intern,Kubernetes;Python;Linux,SLIs/SLOs;Incident Response,Go,Observability,0.6,3,medium,0.59
R00731,Frontend Engineer,Junior,React;Testing;CSS;Next.js;TypeScript,HTML;JavaScript,Accessibility,,3.1,3,medium,0.67
R00732,Embedded Software Engineer,Junior,Debugging;Microcontrollers;RTOS;UART;SPI,C;C++,I2C,,4.0,1,medium,0.67
R00733,DevOps Engineer,New Grad,Terraform;Kubernetes;Linux;Python,CI/CD;AWS,Docker,,1.7,4,medium,0.7
R00734,Machine Learning Engineer,Senior,PyTorch;Python;MLflow;AWS;Docker;scikit-learn;TensorFlow,,,,7.5,1,high,0.77
R00735,Data Engineer,Intern,SQL;Python;ETL,GCP;Spark,AWS,Airflow;Kafka,1.5,3,medium,0.58
R00736,Full-Stack Engineer,Senior,Docker;TypeScript;JavaScript;AWS;SQL;Python;Node.js,React,,,10.0,0,high,0.78
R00737,DevOps Engineer,Mid,AWS;CI/CD;Docker;Linux;Terraform;Python,Kubernetes,,,5.5,1,high,0.75
R00738,Site Reliability Engineer,Mid,SLIs/SLOs;Python;Linux;Go;Kubernetes;Incident Response,Observability,,,4.5,2,high,0.78
R00739,Full-Stack Engineer,Intern,Python;TypeScript;AWS,JavaScript;Docker,React,SQL;Node.js,0.1,2,medium,0.56
R00740,DevOps Engineer,Intern,Kubernetes;CI/CD;Linux,Docker;AWS,Python,Terraform,0.7,2,medium,0.61
R00741,Site Reliability Engineer,Intern,Python;Incident Response;SLIs/SLOs,Kubernetes;Observability,Linux,Go,0.3,2,medium,0.56
R00742,Embedded Software Engineer,Junior,I2C;UART;RTOS;SPI;Debugging,Microcontrollers;C,C++,,3.7,1,medium,0.71
R00743,Data Engineer,Intern,Spark;ETL;Kafka,Airflow;Python,AWS,SQL;GCP,0.5,2,medium,0.6
R00744,Site Reliability Engineer,Mid,Go;Observability;SLIs/SLOs;Kubernetes;Linux;Incident Response,Python,,,4.2,1,high,0.75
R00745,Embedded Software Engineer,Mid,SPI;Debugging;C;I2C;Microcontrollers;C++,UART;RTOS,,,4.0,2,high,0.71
R00746,DevOps Engineer,Senior,Linux;Kubernetes;AWS;CI/CD;Python;Terraform;Docker,,,,8.5,2,high,0.83
R00747,Machine Learning Engineer,Junior,MLflow;PyTorch;AWS;scikit-learn;TensorFlow,Docker;Python,,,3.8,2,medium,0.75
R00748,DevOps Engineer,Mid,Terraform;Linux;CI/CD;Python;Docker;AWS,Kubernetes,,,6.5,2,high,0.73
R00749,Systems Software Engineer,Intern,Rust;Profiling;Linux,C++;C,Memory Management,Concurrency,0.7,2,medium,0.64
R00750,Data Engineer,Junior,GCP;ETL;Kafka;Spark;Python,SQL;AWS,Airflow,,2.9,3,medium,0.72
R00751,Systems Software Engineer,Intern,Concurrency;Memory Management;C++,Linux;Profiling,C,Rust,1.2,3,medium,0.63
R00752,Machine Learning Engineer,Mid,AWS;TensorFlow;scikit-learn;PyTorch;Python;Docker,MLflow,,,5.0,1,high,0.79
R00753,Frontend Engineer,Intern,React;Testing;CSS,TypeScript;Next.js,Accessibility,HTML;JavaScript,0.1,5,medium,0.61
R00754,Systems Software Engineer,Junior,Rust;Memory Management;Linux;Profiling;Concurrency,C;C++,,,3.2,2,medium,0.72
R00755,Site Reliability Engineer,Senior,Observability;Go;Incident Response;Linux;Kubernetes;Python;SLIs/SLOs,,,,11.3,1,high,0.81
R00756,Systems Software Engineer,New Grad,Memory Management;Linux;Rust;Concurrency,C++;C,Profiling,,1.2,4,medium,0.65
R00757,Backend Software Engineer,Senior,Python;AWS;PostgreSQL;SQL;Go;C++;CI/CD,REST APIs;Java,Docker,,7.6,1,high,0.81
R00758,DevOps Engineer,Junior,CI/CD;Docker;Linux;Python;AWS,Kubernetes;Terraform,,,3.5,1,medium,0.71
R00759,DevOps Engineer,Mid,Linux;Kubernetes;AWS;Terraform;CI/CD;Docker,Python,,,6.0,2,high,0.72
R00760,Backend Software Engineer,Junior,CI/CD;SQL;Docker;C++;AWS,PostgreSQL;Java,Kubernetes,REST APIs;Python,2.8,1,medium,0.66
R00761,Site Reliability Engineer,Intern,Go;Python;Observability,Kubernetes;SLIs/SLOs,Linux,Incident Response,0.9,4,medium,0.6
R00762,Full-Stack Engineer,Intern,AWS;Node.js;SQL,React;JavaScript,Docker,TypeScript;Python,0.8,2,medium,0.62
R00763,Frontend Engineer,Mid,CSS;TypeScript;Next.js;React;Testing;JavaScript,Accessibility;HTML,,,5.2,2,high,0.75
R00764,Site Reliability Engineer,Senior,Go;Kubernetes;Observability;Linux;Python;Incident Response;SLIs/SLOs,,,,7.8,2,high,0.83
R00765,Systems Software Engineer,New Grad,Linux;Profiling;Concurrency;Rust,C;C++,Memory Management,,1.5,4,medium,0.6
R00766,Machine Learning Engineer,New Grad,scikit-learn;AWS;PyTorch;Docker,Python;MLflow,TensorFlow,,2.4,4,medium,0.67
R00767,Embedded Software Engineer,New Grad,SPI;RTOS;C++;Microcontrollers,I2C;C,UART,Debugging,2.2,2,medium,0.61
R00768,Data Engineer,Senior,Spark;Kafka;AWS;Python;SQL;GCP;ETL,Airflow,,,10.2,2,high,0.77
R00769,Frontend Engineer,Intern,Next.js;TypeScript;Accessibility,JavaScript;Testing,HTML,React;CSS,0.8,2,medium,0.57
R00770,Full-Stack Engineer,Intern,TypeScript;Docker;JavaScript,AWS;Node.js,React,Python;SQL,0.9,4,medium,0.56
R00771,Full-Stack Engineer,Junior,Docker;Python;SQL;TypeScript;JavaScript,React;AWS,Node.js,,3.5,1,medium,0.71
R00772,Data Engineer,Intern,Airflow;Spark;Python,AWS;ETL,GCP,Kafka;SQL,0.8,2,medium,0.57
R00773,Embedded Software Engineer,Senior,Debugging;UART;Microcontrollers;C;C++;RTOS;I2C,SPI,,,7.6,1,high,0.77
R00774,Systems Software Engineer,Intern,Memory Management;Linux;C++,Rust;C,Concurrency,Profiling,1.3,3,medium,0.63
R00775,Systems Software Engineer,Junior,Concurrency;Linux;C;Rust;Profiling,C++;Memory Management,,,3.8,3,medium,0.69
R00776,Data Engineer,Mid,Spark;Kafka;AWS;ETL;SQL;Python,Airflow;GCP,,,6.3,1,high,0.77
R00777,Data Engineer,Senior,AWS;Python;Spark;GCP;Kafka;ETL;SQL,Airflow,,,12.0,1,high,0.78
R00778,Frontend Engineer,Senior,TypeScript;CSS;HTML;React;Testing;JavaScript;Accessibility,Next.js,,,7.4,2,high,0.84
R00779,Full-Stack Engineer,Mid,Docker;React;SQL;JavaScript;Node.js;TypeScript,Python;AWS,,,6.8,1,high,0.71
R00780,Full-Stack Engineer,Intern,React;JavaScript;Node.js,TypeScript;Python,AWS,SQL;Docker,0.4,4,medium,0.55
R00781,DevOps Engineer,Mid,CI/CD;Python;Linux;AWS;Docker;Kubernetes,Terraform,,,6.4,1,high,0.71
R00782,Site Reliability Engineer,Junior,Incident Response;Linux;Observability;Kubernetes;Python,SLIs/SLOs;Go,,,3.9,2,medium,0.7
R00783,Systems Software Engineer,Intern,C++;C;Linux,Memory Management;Concurrency,Rust,Profiling,0.6,5,medium,0.56
R00784,Machine Learning Engineer,Intern,PyTorch;TensorFlow;Docker,Python;AWS,scikit-learn,MLflow,0.3,3,medium,0.65
R00785,Frontend Engineer,Senior,JavaScript;TypeScript;CSS;React;HTML;Testing;Next.js,Accessibility,,,9.2,0,high,0.75
R00786,Systems Software Engineer,Junior,Concurrency;Rust;C++;Memory Management;C,Profiling;Linux,,,3.4,1,medium,0.74
R00787,DevOps Engineer,Junior,Docker;Python;Kubernetes;AWS;CI/CD,Terraform;Linux,,,2.5,3,medium,0.7
R00788,Backend Software Engineer,Junior,REST APIs;PostgreSQL;SQL;CI/CD;Kubernetes,Docker;Java,C++,Go;Python,2.6,1,medium,0.7
R00789,Embedded Software Engineer,Intern,I2C;UART;Microcontrollers,Debugging;RTOS,SPI,C;C++,1.2,5,medium,0.56
R00790,DevOps Engineer,Mid,Terraform;Python;Kubernetes;Docker;Linux;AWS,CI/CD,,,4.3,2,high,0.76
R00791,Machine Learning Engineer,Junior,MLflow;Docker;AWS;Python;PyTorch,scikit-learn;TensorFlow,,,3.9,1,medium,0.65
R00792,Embedded Software Engineer,New Grad,I2C;Debugging;C++;UART,Microcontrollers;RTOS,SPI,C,1.7,2,medium,0.7
R00793,Frontend Engineer,New Grad,Testing;JavaScript;Next.js;HTML,Accessibility;CSS,React,TypeScript,2.2,4,medium,0.61
R00794,Embedded Software Engineer,Junior,UART;C++;RTOS;Microcontrollers;I2C,C;Debugging,SPI,,2.3,1,medium,0.73
R00795,Embedded Software Engineer,New Grad,Microcontrollers;C;RTOS;I2C,C++;Debugging,SPI,UART,2.4,2,medium,0.68
R00796,Systems Software Engineer,Intern,Linux;Memory Management;Concurrency,C++;C,Profiling,Rust,0.2,3,medium,0.56
R00797,DevOps Engineer,Intern,Python;Terraform;Docker,Kubernetes;AWS,CI/CD,Linux,0.2,5,medium,0.6
R00798,Embedded Software Engineer,Senior,C;Microcontrollers;Debugging;C++;SPI;UART;I2C,RTOS,,,11.7,0,high,0.82
R00799,Machine Learning Engineer,Junior,TensorFlow;Python;AWS;MLflow;Docker,PyTorch;scikit-learn,,,3.2,2,medium,0.72
R00800,Embedded Software Engineer,Intern,Debugging;Microcontrollers;C,C++;UART,SPI,I2C;RTOS,0.1,4,medium,0.58
R00801,Embedded Software Engineer,Junior,UART;RTOS;Microcontrollers;I2C;C++,SPI;Debugging,C,,3.5,3,medium,0.74
R00802,Data Engineer,Mid,Python;SQL;ETL;Spark;AWS;Airflow,GCP;Kafka,,,6.0,1,high,0.77
R00803,Embedded Software Engineer,Junior,Debugging;C++;Microcontrollers;RTOS;I2C,UART;C,SPI,,3.4,1,medium,0.66
R00804,Site Reliability Engineer,Mid,SLIs/SLOs;Kubernetes;Linux;Python;Observability;Go,Incident Response,,,6.1,2,high,0.76
R00805,Site Reliability Engineer,Intern,Linux;Kubernetes;SLIs/SLOs,Incident Response;Observability,Python,Go,1.5,5,medium,0.62
R00806,Site Reliability Engineer,New Grad,SLIs/SLOs;Python;Kubernetes;Linux,Go;Incident Response,Observability,,1.3,4,medium,0.63
R00807,Systems Software Engineer,Mid,C;Concurrency;C++;Profiling;Memory Management;Linux,Rust,,,6.9,2,high,0.76
R00808,Embedded Software Engineer,New Grad,I2C;C++;SPI;Microcontrollers,Debugging;RTOS,UART,C,2.0,2,medium,0.64
R00809,DevOps Engineer,Intern,Terraform;Python;Kubernetes,Linux;Docker,AWS,CI/CD,1.5,2,medium,0.58
