resume_id,role,seniority,strong_skills,medium_skills,weak_skills,missing_skills,years_experience,projects_count,resume_quality,ats_score
R00845,DevOps Engineer Intern,Intern,Python;Security;AWS;ArgoCD;Linux,CI/CD;Grafana,Ansible,Logging,0.7,3,high,0.69
R00846,Application Security Engineer,Mid,Python;Linux;KMS;Threat Modeling;Burp Suite,OWASP;API Security;Pen Testing;CI/CD Security,Code Review;Secure SDLC;SAST/DAST,IAM;JavaScript;Cloud Security,6.3,3,low,0.47
R00847,Firmware Engineer,Junior,Git;C++;CAN Bus;Logic Analyzer,RTOS;Bootloaders;I2C,Firmware;Oscilloscope;Memory Management,CI/CD;Linux;Drivers,3.2,2,low,0.48
R00848,Full-Stack Engineer Intern,Intern,React;Flask;Redis,JavaScript;System Design,AWS,Docker;Node.js,0.2,4,medium,0.57
R00849,Machine Learning Engineer,Junior,Docker;Deployment;Computer Vision;Experiment Tracking;Python,NLP;CI/CD;FastAPI,Model Serving;TensorFlow,AWS;Feature Engineering,1.6,5,medium,0.6
R00850,Security Analyst Intern,Intern,Python;Cloud Security,CI/CD Security;OWASP,Networking;IAM,Burp Suite;SIEM;SAST/DAST;AppSec Basics,0.7,4,low,0.42
R00851,Machine Learning Engineer,Junior,Model Evaluation;MLflow;Model Serving;NLP;AWS,Python;Feature Engineering;Deployment,TensorFlow;CI/CD,Computer Vision;Experiment Tracking,2.0,5,medium,0.59
R00852,Full-Stack Engineer Intern,Intern,Django;GraphQL;React,Testing;Flask,TypeScript,CI/CD;REST APIs,1.1,5,medium,0.56
R00853,Robotics Software Engineer Intern,Intern,Control Systems;Linux;Git,Docker;Python,ROS,Simulation;Perception,0.9,4,medium,0.53
R00854,Robotics Software Engineer Intern,Intern,Perception;Simulation;ROS,Sensors;CUDA,Git,Gazebo;Control Systems,1.2,5,medium,0.54
R00855,Embedded Software Intern,Intern,Oscilloscope;Unit Testing;Git;RTOS;Memory,C;Drivers,Debugging,Linux,0.6,2,high,0.62
R00856,Application Security Engineer,Mid,API Security;OWASP;Linux;Pen Testing;Burp Suite;SAST/DAST,JavaScript;IAM;Python;Cloud Security,Secure SDLC;Threat Modeling,Code Review;KMS;CI/CD Security,4.2,2,medium,0.53
R00857,Site Reliability Engineer,New Grad,Kubernetes;Tracing;Python;Linux;Docker,Terraform;Prometheus;Chaos Engineering,On-call,CI/CD,2.0,3,high,0.73
R00858,Site Reliability Engineer,Mid,Observability;Docker;Incident Response;Prometheus;Python;Linux;System Design,Terraform;Chaos Engineering;Tracing;SLIs/SLOs,Grafana;CI/CD,Kubernetes;On-call,5.9,0,high,0.68
R00859,Robotics Software Engineer Intern,Intern,Perception;Linux;SLAM,C++;Simulation,ROS,Control Systems;Git,0.2,2,medium,0.58
R00860,Site Reliability Engineer,New Grad,Observability;Tracing;CI/CD,Grafana;Incident Response;Go,SLIs/SLOs;Kubernetes,Terraform;Chaos Engineering,1.7,6,low,0.49
R00861,Frontend Engineer,New Grad,Accessibility;State Management;Web Performance;Design Systems,CI/CD;Webpack;CSS,JavaScript,Playwright;Vue,0.5,3,medium,0.59
R00862,Machine Learning Engineer Intern,Intern,Python;scikit-learn;Model Evaluation,Deployment;Experiment Tracking,GCP,FastAPI;Weights & Biases,0.9,4,medium,0.55
R00863,Machine Learning Engineer,Junior,Feature Engineering;Model Serving;AWS;NLP;CI/CD,GCP;scikit-learn;Python,FastAPI;Model Evaluation,MLflow;Experiment Tracking,2.1,2,medium,0.64
R00864,Backend Software Engineer Intern,Intern,API Gateway;Azure;PostgreSQL,System Design;Linux,Kubernetes,Caching;gRPC,0.8,5,medium,0.51
R00865,Firmware Engineer,New Grad,Linux;CAN Bus;C;Memory Management;C++,Debugging;I2C;UART,CI/CD,Firmware,0.7,5,high,0.62
R00866,Full-Stack Engineer Intern,Intern,Testing;CI/CD;Docker,JavaScript;Flask,Next.js,Redis;REST APIs,1.0,3,medium,0.51
R00867,Backend Software Engineer,New Grad,Testing;Java;Auth,Kubernetes;AWS;MongoDB,gRPC;Microservices,PostgreSQL;SQL,1.3,6,low,0.48
R00868,Full-Stack Engineer,Junior,Node.js;TypeScript;Spring Boot;AWS;PostgreSQL,Java;Git;React,JavaScript;CI/CD,GraphQL;Next.js,2.5,4,medium,0.63
R00869,Machine Learning Engineer,New Grad,PyTorch;Docker;Deployment,AWS;TensorFlow;Feature Engineering,Experiment Tracking;GCP,scikit-learn;MLflow,0.7,5,low,0.45
R00870,Security Analyst Intern,Intern,SIEM;Python,CI/CD Security;IAM,Cloud Security;Networking,Threat Modeling;SAST/DAST;AppSec Basics,0.6,5,low,0.45
R00871,Backend Software Engineer Intern,Intern,gRPC;Docker;API Gateway,Azure;REST APIs,C++,System Design;Microservices,0.6,3,medium,0.58
R00872,Robotics Software Engineer Intern,Intern,Python;Linux,Sensors;Gazebo,CUDA;SLAM,Simulation;Control Systems;ROS;Docker,0.8,4,low,0.5
R00873,Full-Stack Engineer,New Grad,SQL;AWS;Node.js;Next.js,Java;REST APIs;GraphQL,Redis,Django;Auth,0.9,5,medium,0.64
R00874,Embedded Software Intern,Intern,Memory;I2C;UART;CAN Bus,Firmware;Git,Linux,Unit Testing,0.3,3,high,0.66
R00875,Full-Stack Engineer,New Grad,Spring Boot;Django;GraphQL;Docker,Auth;System Design;Python,Redis,SQL;Next.js,0.6,5,medium,0.59
R00876,Embedded Software Intern,Intern,C;CAN Bus;C++,Firmware;Debugging,SPI,Linux;Drivers,0.5,5,medium,0.58
R00877,Machine Learning Engineer Intern,Intern,Weights & Biases;Python,NLP;Computer Vision,Feature Engineering;FastAPI,TensorFlow;scikit-learn;AWS,0.8,4,low,0.44
R00878,Data Analyst Intern,Intern,Power BI;Tableau;Pandas,Snowflake;Git,Python,Excel;ETL,0.6,2,medium,0.57
R00879,Systems Software Engineer,Junior,C;C++;Docker;BPF/eBPF;Concurrency;Networking;Debugging,gdb;Profiling;Memory Management,perf;Linux,CI/CD,1.8,5,high,0.68
R00880,Frontend Engineer Intern,Intern,Vue;Jest;Web Performance,CSS;React,HTML,Tailwind;Vite,1.0,3,medium,0.53
R00881,Robotics Software Engineer Intern,Intern,ROS;Linux;Python,Simulation;Git,Perception,SLAM,0.9,4,high,0.68
R00882,Data Analyst Intern,Intern,Git;ETL,Excel;Snowflake,SQL;dbt,Data Cleaning;BigQuery;Tableau,0.5,4,low,0.46
R00883,DevOps Engineer Intern,Intern,Prometheus;Linux;Logging,Kubernetes;Python,AWS,Networking;CI/CD,1.1,2,medium,0.51
R00884,Machine Learning Engineer,Junior,scikit-learn;Model Evaluation;Deployment;Experiment Tracking;PyTorch,GCP;MLflow;CI/CD,Feature Engineering;AWS,TensorFlow;Computer Vision,2.4,5,medium,0.55
R00885,Machine Learning Engineer Intern,Intern,MLflow;PyTorch;TensorFlow,AWS;Deployment,Model Evaluation,Experiment Tracking;Computer Vision,1.9,3,medium,0.5
R00886,Backend Software Engineer Intern,Intern,Python;Redis;gRPC,Docker;PostgreSQL,Testing,Git;System Design,0.7,5,medium,0.6
R00887,Robotics Software Engineer Intern,Intern,Docker;CUDA;ROS,Perception;Sensors,Git,Linux;OpenCV,0.6,4,medium,0.52
R00888,Frontend Engineer,New Grad,Testing;React;State Management;Vite,Accessibility;CI/CD;Vue,Webpack,Playwright;Tailwind,2.0,6,medium,0.54
R00889,DevOps Engineer Intern,Intern,CI/CD;Ansible;Kubernetes,Python;Monitoring,Prometheus,Terraform,1.0,4,high,0.71
R00890,Data Analyst Intern,Intern,dbt;Statistics;A/B Testing,Python;Snowflake,BigQuery,ETL;Pandas,0.5,3,medium,0.57
R00891,Data Analyst Intern,Intern,Power BI;Snowflake,Python;A/B Testing,Data Cleaning;Tableau,Statistics;Pandas;Git;BigQuery,0.4,4,low,0.46
R00892,Backend Software Engineer Intern,Intern,Microservices;REST APIs,Go;API Gateway,Java;Testing,Linux;GCP;Auth,1.0,2,low,0.43
R00893,Security Analyst Intern,Intern,OWASP;Threat Modeling,Networking;CI/CD Security,Burp Suite;Cloud Security,IAM;SAST/DAST,1.5,4,low,0.45
R00894,Full-Stack Engineer Intern,Intern,SQL;Testing;Git,Next.js;AWS,PostgreSQL,Redis;Node.js,0.9,3,medium,0.55
R00895,Full-Stack Engineer Intern,Intern,Next.js;JavaScript;CI/CD,REST APIs;Testing,SQL,Django;GraphQL,1.0,2,medium,0.54
R00896,Machine Learning Engineer Intern,Intern,FastAPI;Python;Weights & Biases,scikit-learn;Computer Vision,Docker,PyTorch;NLP,1.0,2,medium,0.56
R00897,Application Security Engineer,New Grad,JavaScript;SAST/DAST;CI/CD Security,IAM;Burp Suite;API Security,Pen Testing;KMS,OWASP;Threat Modeling,1.2,5,low,0.49
R00898,Security Analyst Intern,Intern,IAM;SAST/DAST;SIEM,Threat Modeling;OWASP,Vulnerability Scanning,Networking,0.9,4,high,0.67
R00899,Full-Stack Engineer Intern,Intern,SQL;React;Flask;PostgreSQL;REST APIs,Python;CI/CD,Django,GraphQL,1.3,2,high,0.69
R00900,Embedded Software Intern,Intern,SPI;Memory;Oscilloscope,UART;CAN Bus,Git,I2C;Logic Analyzer,0.4,4,medium,0.57
R00901,Systems Software Engineer,Junior,Rust;Memory Management;Concurrency;C;System Design;Profiling,CI/CD;gdb;Linux,C++;Networking,Debugging,2.7,1,high,0.67
R00902,Site Reliability Engineer,Mid,System Design;Observability;Go;Kubernetes;Chaos Engineering;Incident Response,Terraform;Grafana;Python;On-call,SLIs/SLOs;CI/CD,Tracing;Prometheus;Docker,4.4,2,medium,0.63
R00903,DevOps Engineer Intern,Intern,Ansible;ArgoCD;Python,Bash;Logging,Monitoring,Security;Docker,1.1,3,medium,0.56
R00904,Machine Learning Engineer,Junior,Model Evaluation;Deployment;AWS;Experiment Tracking;scikit-learn,TensorFlow;FastAPI;Feature Engineering,Docker;CI/CD,PyTorch;NLP,4.7,5,medium,0.56
R00905,Application Security Engineer,Junior,IAM;OWASP;KMS;Pen Testing,Linux;Code Review;CI/CD Security,Cloud Security;Secure SDLC;JavaScript,SAST/DAST;API Security;Burp Suite,3.2,5,low,0.46
R00906,Robotics Software Engineer Intern,Intern,SLAM;Perception;Git,OpenCV;Gazebo,C++,Control Systems,0.3,4,high,0.6
R00907,Embedded Software Intern,Intern,UART;Microcontrollers,C++;Logic Analyzer,Firmware;Linux,Git;Drivers;I2C,0.9,4,low,0.46
R00908,Data Engineer Intern,Intern,Data Modeling;GCP;SQL,Kafka;dbt,CI/CD,Pipelines;Docker,1.1,3,medium,0.59
R00909,Full-Stack Engineer Intern,Intern,React;AWS,Auth;Redis,PostgreSQL;Flask,Django;Next.js,1.1,4,low,0.48
R00910,Security Analyst Intern,Intern,Linux;CI/CD Security,AppSec Basics;Vulnerability Scanning,Burp Suite;Threat Modeling,SAST/DAST;SIEM;IAM,0.2,5,low,0.48
R00911,DevOps Engineer Intern,Intern,Logging;Docker;Monitoring,Python;Security,Linux,Networking;Ansible,1.3,5,medium,0.53
R00912,Security Analyst Intern,Intern,CI/CD Security;SAST/DAST;Networking;Cloud Security,SIEM;AppSec Basics,OWASP,IAM,1.3,2,high,0.64
R00913,Firmware Engineer,New Grad,Oscilloscope;Firmware;RTOS,Linux;Git;Logic Analyzer,SPI;I2C,Microcontrollers;Memory Management;UART,1.6,5,low,0.45
R00914,Systems Software Engineer,New Grad,C++;perf;Linux,Profiling;gdb;CI/CD,Concurrency;Rust,Networking;BPF/eBPF,1.9,2,low,0.44
R00915,Firmware Engineer,Junior,CAN Bus;Oscilloscope;C;RTOS;Drivers,SPI;C++;Linux,Memory Management;Git,Bootloaders;Firmware,1.0,1,medium,0.6
R00916,Backend Software Engineer Intern,Intern,Microservices;Redis;MongoDB,AWS;Java,gRPC,SQL;Testing,1.1,4,medium,0.54
R00917,Full-Stack Engineer,New Grad,Node.js;Docker;Python;SQL;Auth,REST APIs;Django;PostgreSQL,GraphQL,CI/CD,0.9,5,high,0.66
R00918,Frontend Engineer Intern,Intern,Git;HTML;Accessibility,Jest;Design Systems,CSS,Testing;Web Performance,0.7,3,medium,0.59
R00919,Full-Stack Engineer,Mid,GraphQL;AWS;REST APIs;Redis;Node.js;Testing,Auth;Git;TypeScript;Java,CI/CD;Python,Django;Spring Boot;SQL,5.7,4,medium,0.62
R00920,Full-Stack Engineer Intern,Intern,React;SQL;Python,Git;Auth,Testing,Docker;PostgreSQL,0.5,5,medium,0.56
R00921,Robotics Software Engineer Intern,Intern,Sensors;Git,Gazebo;Docker,Control Systems;Linux,CUDA;SLAM;OpenCV,1.0,3,low,0.46
R00922,Backend Software Engineer Intern,Intern,PostgreSQL;Docker;GCP;System Design;CI/CD,Linux;Auth,Microservices,MySQL,0.5,3,high,0.66
R00923,Firmware Engineer,Junior,Memory Management;Bootloaders;Microcontrollers;Git;Linux,UART;Logic Analyzer;SPI,C;CI/CD,CAN Bus;Drivers,1.2,2,medium,0.64
R00924,Security Analyst Intern,Intern,CI/CD Security;Vulnerability Scanning;Cloud Security,SIEM;Threat Modeling,Linux,AppSec Basics;OWASP,1.5,3,medium,0.6
R00925,Backend Software Engineer,Junior,Python;Docker;Auth;Kubernetes;Java,Caching;CI/CD;MySQL,Linux;API Gateway,Terraform;PostgreSQL,2.2,2,medium,0.58
R00926,Machine Learning Engineer Intern,Intern,AWS;Weights & Biases;Deployment,TensorFlow;NLP,FastAPI,PyTorch;Model Evaluation,1.5,5,medium,0.55
R00927,Robotics Software Engineer Intern,Intern,ROS;Linux;Gazebo,Git;Docker,Sensors,CUDA;Simulation,0.8,5,medium,0.58
R00928,Backend Software Engineer,Junior,Go;API Gateway;Caching;Git;PostgreSQL,MongoDB;REST APIs;Redis,Linux;Docker,Message Queues;Microservices,4.3,5,medium,0.64
R00929,Frontend Engineer,New Grad,Git;Tailwind;Vue,Testing;HTML;TypeScript,Jest;Playwright,Webpack;Web Performance;CSS;State Management,0.6,5,low,0.5
R00930,Frontend Engineer Intern,Intern,Design Systems;Next.js,Jest;Web Performance,Git;JavaScript,Testing;CI/CD;State Management,0.7,2,low,0.47
R00931,Backend Software Engineer,Junior,gRPC;System Design;REST APIs;Python,Linux;Message Queues;C++,Git;Observability;Redis,CI/CD;Auth,5.0,1,low,0.49
R00932,Data Analyst Intern,Intern,A/B Testing;Tableau;Data Cleaning;ETL,Power BI;dbt,Snowflake,Dashboards,1.4,3,high,0.68
R00933,Backend Software Engineer Intern,Intern,Testing;REST APIs;C++,Caching;Linux,Kubernetes,MongoDB;Terraform,1.7,2,medium,0.54
R00934,Frontend Engineer,Junior,Vite;Git;Design Systems;Next.js;React,CSS;Svelte;Playwright,Webpack;Jest,Vue;Tailwind,4.5,4,medium,0.59
R00935,Systems Software Engineer,New Grad,CI/CD;Debugging;C++,perf;Docker;Memory Management,Rust;Concurrency,Linux;gdb,2.1,6,low,0.47
R00936,Machine Learning Engineer,New Grad,Deployment;AWS;NLP;PyTorch,Model Serving;Python;CI/CD,MLflow,Computer Vision;TensorFlow,1.9,5,medium,0.65
R00937,Systems Software Engineer,New Grad,Linux;C++;Networking;System Design,CI/CD;perf;Concurrency,Debugging,BPF/eBPF,1.5,2,high,0.61
R00938,Robotics Software Engineer Intern,Intern,Git;OpenCV,SLAM;Gazebo,C++;Linux,ROS;Control Systems,1.3,4,low,0.45
R00939,Backend Software Engineer,Mid,Linux;MySQL;Message Queues;AWS;Kubernetes,Observability;Python;Java;Caching,gRPC;Git;MongoDB,REST APIs;Docker;Testing,6.9,2,low,0.48
R00940,Embedded Software Intern,Intern,C++;SPI;Git;Interrupts;RTOS,Oscilloscope;Logic Analyzer,Firmware,Microcontrollers,1.6,4,high,0.65
R00941,Machine Learning Engineer,New Grad,AWS;Deployment;Feature Engineering;CI/CD;scikit-learn;Computer Vision,NLP;GCP;Python,PyTorch,Docker,1.4,2,high,0.65
R00942,Site Reliability Engineer,New Grad,Tracing;Python;Go;SLIs/SLOs,Incident Response;Kubernetes;CI/CD,Docker,Terraform;On-call,1.7,3,medium,0.58
R00943,Machine Learning Engineer,New Grad,TensorFlow;FastAPI;scikit-learn;CI/CD,Docker;Python;Model Serving,Computer Vision,Deployment;PyTorch,1.6,3,medium,0.59
R00944,Data Engineer Intern,Intern,CI/CD;GCP,Data Modeling;Docker,Snowflake;Airflow,AWS;ETL;Spark,0.8,2,low,0.47
R00945,Data Analyst Intern,Intern,Pandas;BigQuery;Excel,Tableau;Data Cleaning,Power BI,ETL;Dashboards,1.0,3,medium,0.56
R00946,Backend Software Engineer,New Grad,gRPC;Terraform;Git,Message Queues;Python;Go,REST APIs;Redis,Caching;System Design;CI/CD,1.3,3,low,0.49
R00947,Full-Stack Engineer Intern,Intern,Git;AWS;PostgreSQL,JavaScript;Next.js,Django,SQL;Flask,0.8,2,medium,0.58
R00948,Backend Software Engineer,New Grad,System Design;Observability;AWS,C++;Redis;Linux,CI/CD;Java,Terraform;Docker,1.5,6,low,0.5
R00949,Security Analyst Intern,Intern,CI/CD Security;Threat Modeling;Cloud Security;IAM;Networking,Burp Suite;SAST/DAST,OWASP,Vulnerability Scanning,0.7,5,high,0.64
R00950,Full-Stack Engineer Intern,Intern,Next.js;System Design;REST APIs,Django;Docker,Flask,Git;SQL,1.1,4,medium,0.55
R00951,Machine Learning Engineer,New Grad,Deployment;Feature Engineering;AWS;Docker,NLP;scikit-learn;Computer Vision,Model Serving,PyTorch;CI/CD,1.2,3,medium,0.54
R00952,Site Reliability Engineer,New Grad,Kubernetes;Prometheus;SLIs/SLOs;Docker,Observability;Tracing;Chaos Engineering,On-call,CI/CD;Incident Response,1.1,5,medium,0.6
R00953,Site Reliability Engineer,Junior,Kubernetes;Incident Response;Python;SLIs/SLOs;System Design;Chaos Engineering;Tracing,Prometheus;Linux;Go,Terraform;On-call,Docker,1.4,2,high,0.7
R00954,Systems Software Engineer,Mid,Memory Management;System Design;BPF/eBPF;Rust;Networking;CI/CD,Linux;gdb;Profiling;C++,Docker;Concurrency,Debugging;perf;C,4.7,1,medium,0.6
R00955,Full-Stack Engineer Intern,Intern,Python;GraphQL;JavaScript,TypeScript;React,Redis,Flask,0.4,2,high,0.65
R00956,Frontend Engineer Intern,Intern,HTML;Web Performance;React,Design Systems;CI/CD,Testing,Accessibility;Svelte,1.1,3,medium,0.55
R00957,Embedded Software Intern,Intern,SPI;I2C;Oscilloscope,C++;Memory,Microcontrollers,Firmware;Linux,0.9,3,medium,0.58
R00958,Robotics Software Engineer Intern,Intern,Python;OpenCV;ROS,CUDA;Sensors,Gazebo,Linux;Control Systems,0.0,3,medium,0.58
R00959,Security Analyst Intern,Intern,IAM;SIEM;CI/CD Security,OWASP;Burp Suite,Cloud Security,Threat Modeling;AppSec Basics,0.9,4,medium,0.57
R00960,Embedded Software Intern,Intern,CAN Bus;SPI;RTOS;Logic Analyzer,Git;Oscilloscope,Firmware,Drivers,1.0,3,high,0.64
R00961,Machine Learning Engineer,Junior,AWS;Model Evaluation;FastAPI;CI/CD;Feature Engineering,scikit-learn;Docker;NLP,Python;MLflow,Experiment Tracking,3.6,4,high,0.69
R00962,Embedded Software Intern,Intern,Logic Analyzer;Oscilloscope;Memory;C,I2C;Linux,UART,Microcontrollers,1.2,4,high,0.66
R00963,Frontend Engineer Intern,Intern,Jest;JavaScript;Web Performance,Design Systems;CSS,TypeScript,Accessibility;HTML,1.7,2,medium,0.57
R00964,Systems Software Engineer,New Grad,CI/CD;perf;Memory Management;Docker,Concurrency;Rust;gdb,Linux,Networking;Profiling,1.2,6,medium,0.55
R00965,Security Analyst Intern,Intern,SAST/DAST;Cloud Security;Vulnerability Scanning,SIEM;Linux,Burp Suite,AppSec Basics;CI/CD Security,1.3,2,medium,0.58
R00966,Data Engineer Intern,Intern,Airflow;Python,CI/CD;SQL,Kafka;BigQuery,Spark;GCP,0.7,3,low,0.47
R00967,Full-Stack Engineer Intern,Intern,React;GraphQL;TypeScript,Django;REST APIs,Python,Next.js;Docker,1.9,4,medium,0.55
R00968,Full-Stack Engineer,New Grad,TypeScript;Python;Testing;SQL;CI/CD,Spring Boot;REST APIs;PostgreSQL,Redis,Node.js,2.5,3,high,0.67
R00969,Full-Stack Engineer,Junior,Node.js;CI/CD;JavaScript;Python;GraphQL,REST APIs;Django;React,System Design;Next.js,PostgreSQL;Docker,1.0,4,medium,0.56
R00970,Frontend Engineer Intern,Intern,Git;Jest,Web Performance;Design Systems,Testing;Vite,Accessibility;HTML;CSS,1.3,3,low,0.42
R00971,Data Engineer Intern,Intern,Data Quality;dbt;SQL,Python;Airflow,ETL,Snowflake;AWS,0.3,4,medium,0.5
R00972,DevOps Engineer Intern,Intern,Networking;Logging,Ansible;AWS,Bash;Python,Grafana;Kubernetes,1.0,2,low,0.41
R00973,Embedded Software Intern,Intern,Interrupts;Linux;Memory,Firmware;Oscilloscope,Unit Testing,Debugging;Git,0.9,5,medium,0.53
R00974,Backend Software Engineer,Junior,Auth;SQL;Git;Observability;System Design,API Gateway;Python;PostgreSQL,Caching;MySQL,Message Queues;CI/CD,3.1,4,medium,0.57
R00975,Systems Software Engineer,New Grad,System Design;Rust;Linux;C++,C;BPF/eBPF;gdb,Docker,Memory Management;Concurrency,1.9,3,medium,0.52
R00976,Data Analyst Intern,Intern,Power BI;Data Cleaning,ETL;BigQuery,Excel;Tableau,Statistics;dbt;Pandas,0.6,4,low,0.47
R00977,Backend Software Engineer,New Grad,SQL;Redis;API Gateway,AWS;MongoDB;Message Queues,MySQL;Docker,Git;System Design;Terraform,2.3,6,low,0.46
R00978,Embedded Software Intern,Intern,SPI;Git;Interrupts,UART;Oscilloscope,Firmware,Linux;Memory,0.7,2,medium,0.53
R00979,Security Analyst Intern,Intern,CI/CD Security;Threat Modeling,AppSec Basics;Burp Suite,IAM;OWASP,Networking;SAST/DAST;Vulnerability Scanning,0.5,3,low,0.47
R00980,Data Analyst Intern,Intern,BigQuery;Snowflake;Power BI;Data Cleaning,ETL;A/B Testing,Git,Dashboards,1.6,3,high,0.64
R00981,Application Security Engineer,Mid,SAST/DAST;Pen Testing;API Security;KMS;Threat Modeling;JavaScript,Cloud Security;Burp Suite;CI/CD Security;Linux,OWASP;IAM,Secure SDLC;Python;Code Review,5.1,4,medium,0.62
R00982,Data Engineer Intern,Intern,Pipelines;AWS,Data Modeling;dbt,Spark;Airflow,Terraform;Kafka;Snowflake,1.3,5,low,0.46
R00983,Frontend Engineer,New Grad,CSS;Git;CI/CD,JavaScript;State Management;Vue,Vite;Webpack,HTML;Design Systems;Next.js,1.9,6,low,0.45
R00984,DevOps Engineer Intern,Intern,Grafana;Monitoring,Bash;Networking,CI/CD;Logging,ArgoCD;Ansible;Security;AWS,0.0,3,low,0.47
R00985,Data Analyst Intern,Intern,Pandas;SQL;Python,Tableau;Dashboards,Power BI,A/B Testing;Statistics,0.7,3,medium,0.57
R00986,Full-Stack Engineer Intern,Intern,Auth;System Design;Next.js,Git;TypeScript,Node.js,Redis;GraphQL,0.8,5,medium,0.53
R00987,Backend Software Engineer,Mid,SQL;C++;API Gateway;PostgreSQL;Linux,gRPC;Go;Auth;Git,Caching;CI/CD;Testing,REST APIs;AWS;System Design,4.4,0,low,0.48
R00988,Systems Software Engineer,Junior,Debugging;CI/CD;C++;Linux;Profiling,Networking;Rust;Memory Management,gdb;C,BPF/eBPF;Concurrency,1.9,2,medium,0.56
R00989,Backend Software Engineer,Junior,SQL;API Gateway;gRPC;System Design;Observability,Testing;Message Queues;Python,Go;Caching,REST APIs;Docker,2.2,2,medium,0.59
R00990,DevOps Engineer Intern,Intern,Kubernetes;Logging;Security,Linux;AWS,Grafana,Docker;Networking,1.4,3,medium,0.57
R00991,Full-Stack Engineer,New Grad,Spring Boot;AWS;Auth,Redis;Git;Node.js,Python;GraphQL,Django;SQL;Testing,2.2,6,low,0.48
R00992,Data Analyst Intern,Intern,Data Cleaning;SQL;Snowflake,ETL;dbt,Pandas,Power BI;BigQuery,0.9,4,medium,0.58
R00993,Full-Stack Engineer,New Grad,Next.js;PostgreSQL;REST APIs;GraphQL,Auth;System Design;Spring Boot,Git,Redis;SQL,2.5,3,medium,0.62
